feature,importance
SHAA,0.14013245028117746
HODESH_TEUNA,0.09920811097474846
SUG_TEUNA,0.08345678095373643
YOM_BASHAVUA,0.07876488048967838
ROAD_STRUCTURE,0.0703355474496395
