model,used_sample_weight,val_bal_acc,val_f1_macro,val_f1_weighted,cv_bal_acc,cv_f1_macro,cv_f1_weighted
HistGradientBoosting,True,0.5704457638682235,0.45171674467433337,0.6970210396151465,0.41806500569396593,0.43730623828520515,0.7667884040089652
LogisticRegression,True,0.5532251301591539,0.42387074494789295,0.6575185973194435,0.5491288493912634,0.422617657392869,0.6570776033671105
RandomForest,True,0.4054416152957749,0.4162222259595925,0.7607930891628004,0.4098810211913582,0.42458824790681043,0.762256095833038
